36;AEROCARIBBEAN AIRLINES;-0- ;CUBA;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;;;;;;;;;;;;;;;
34639;LIMITED LIABILITY COMPANY SBERBANK CIB HOLDING;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives;;;;;;;;;;;;;;;
34641;INSURANCE COMPANY SBERBANK LIFE INSURANCE LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives;;;;;;;;;;;;;;;
34642;LIMITED LIABILITY COMPANY PROMISING INVESTMENTS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives;;;;;;;;;;;;;;;
34643;IKS JOINT STOCK COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives;;;;;;;;;;;;;;;
34644;PUBLIC JOINT STOCK COMPANY ALROSA;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Executive Order 14024 Directive Information - For more information on directives, please visit the following link: https://home.treasury.gov/policy-issues/financial-sanctions/sanctions-programs-and-country-information/russian-harmful-foreign-activities-sanctions#directives;;;;;;;;;;;;;;;
34656;PROMSVYAZBANK PUBLIC JOINT STOCK COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;SWIFT/BIC PRMSRUMM;;;;;;;;;;;;;;;
34657;DIRECTORATE OF PROCUREMENT OF THE COMMANDER-IN-CHIEF OF DEFENSE SERVICES ARMY;-0- ;BURMA-EO14014;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Target Type Government Entity;;;;;;;;;;;;;;;
34658;FRADKOV, Petr Mikhailovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 07 Feb 1978;;;;;;;;;;;;;;;
34659;KT SERVICES & LOGISTICS KTSL COMPANY LIMITED;-0- ;BURMA-EO14014;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Registration Country Burma;;;;;;;;;;;;;;;
34660;THAUNG, Jonathan Myo Kyaw;individual;BURMA-EO14014;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 29 Dec 1981;;;;;;;;;;;;;;;
34661;ALKES TREID OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 08 Feb 2018;;;;;;;;;;;;;;;
34662;ANTARES OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 02 Jun 2017;;;;;;;;;;;;;;;
34663;ZA, Tay;individual;BURMA-EO14014;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 Jul 1964;;;;;;;;;;;;;;;
34664;ELITNYE DOMA OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 26 Feb 2004;;;;;;;;;;;;;;;
34665;PSB INNOVATIONS AND INVESTMENTS LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 19 Aug 2015;;;;;;;;;;;;;;;
34666;TAY ZA, Htoo Htet;individual;BURMA-EO14014;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 24 Jan 1993;;;;;;;;;;;;;;;
34667;TAY ZA, Pye Phyo;individual;BURMA-EO14014;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 29 Jan 1987;;;;;;;;;;;;;;;
34668;ERA FUND LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 04 Sep 2017;;;;;;;;;;;;;;;
34669;PSB-FOREKS OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 11 Jul 2016;;;;;;;;;;;;;;;
34670;KHOLTSVUD OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 08 Sep 2014;;;;;;;;;;;;;;;
34671;KOURF OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 05 Apr 2010;;;;;;;;;;;;;;;
34672;MANAGEMENT COMPANY PROMSVYAZ LLC;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 10 Jul 2002;;;;;;;;;;;;;;;
34673;PASKAL OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 09 Apr 2015;;;;;;;;;;;;;;;
34674;PSB BIZNES OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 23 Sep 2013;;;;;;;;;;;;;;;
34675;PUBLIC JOINT STOCK COMPANY TRANSKAPITALBANK;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;SWIFT/BIC TJSCRUMM;;;;;;;;;;;;;;;
34676;SAINT-PETERSBURG INTERNATIONAL BANKING CONFERENCE LLC;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 30 Dec 2010;;;;;;;;;;;;;;;
34677;SERGIEVO-POSAD LEND OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 19 Apr 2011;;;;;;;;;;;;;;;
34678;PSB AVIALIZING OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 20 Jul 2020;;;;;;;;;;;;;;;
34679;TEKHNOSOFT OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 11 Jul 2014;;;;;;;;;;;;;;;
34680;TRINITEX OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 19 Apr 2018;;;;;;;;;;;;;;;
34681;JOINT STOCK COMPANY INVESTTRADEBANK;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;SWIFT/BIC JSCVRUM2;;;;;;;;;;;;;;;
34682;JOINT STOCK COMPANY ALFA-BANK;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;SWIFT/BIC ALFARUMM;;;;;;;;;;;;;;;
34683;DERGUNOVA, Olga Konstantinovna;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 May 1965;;;;;;;;;;;;;;;
34686;T-PLATFORMS;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website t-platforms.ru;;;;;;;;;;;;;;;
34696;KULIK, Vadim Valerievich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 14 Aug 1972;;;;;;;;;;;;;;;
34697;LUKYANENKO, Valerii Vasilyevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1955;;;;;;;;;;;;;;;
34698;PECHATNIKOV, Anatolii Yuryevich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 Aug 1969;;;;;;;;;;;;;;;
34699;ALFA CAPITAL MARKETS LTD;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 06 Dec 2019;;;;;;;;;;;;;;;
34701;ALFA-FOREX LLC;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 30 Jun 2016;;;;;;;;;;;;;;;
34702;ALFA-LIZING OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 16 Mar 1998;;;;;;;;;;;;;;;
34704;ALFA-DIRECT;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 13 Jan 2000;;;;;;;;;;;;;;;
34705;AMSTERDAM TRADE BANK NV;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;SWIFT/BIC ATBANL2A;;;;;;;;;;;;;;;
34716;WORLD HUMAN CARE;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website https://www.whc.or.id;;;;;;;;;;;;;;;
34737;SOVCOMBANK OPEN JOINT STOCK COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;SWIFT/BIC SOMRRUM1KST;;;;;;;;;;;;;;;
34738;AKTSIONERNOE OBSHCHESTVO FINTENDER;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7743113487 (Russia);;;;;;;;;;;;;;;
34739;BANK NATIONAL FACTORING COMPANY JOINT STOCK COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7722159794 (Russia);;;;;;;;;;;;;;;
34740;SOVCOMBANK FACTORING LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website factoring.ru;;;;;;;;;;;;;;;
34742;BEST2PAY LIMITED;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website best2pay.net;;;;;;;;;;;;;;;
34744;INDUSTRIAL-COMMERCIAL PRIVATE UNITARY ENTERPRISE MINOTOR-SERVICE;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 1991;;;;;;;;;;;;;;;
34745;GMCS MANAGEMENT LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7715712231 (Russia);;;;;;;;;;;;;;;
34746;KHRENIN, Viktor Gennadievich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 01 Aug 1971;;;;;;;;;;;;;;;
34748;SEPTEM CAPITAL LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website septemcapital.ru;;;;;;;;;;;;;;;
34749;BANK DABRABYT JOINT STOCK COMPANY;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;SWIFT/BIC MMBNBY22;;;;;;;;;;;;;;;
34750;JOINT STOCK COMPANY SOVCOMBANK LIFE;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website sovcomlife.ru;;;;;;;;;;;;;;;
34752;BELARUSSIAN BANK OF DEVELOPMENT AND RECONSTRUCTION BELINVESTBANK JOINT STOCK COMPANY;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;SWIFT/BIC BLBBBY2X;;;;;;;;;;;;;;;
34753;MOBILNYE PLATEZHI LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website round.ru;;;;;;;;;;;;;;;
34754;RUSKONSALT;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website rusconsult.ru;;;;;;;;;;;;;;;
34755;SOLLERS-FINANCE LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website sovcombank-leasing.ru;;;;;;;;;;;;;;;
34756;CJSC BELBIZNESLIZING;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 27 Apr 1994;;;;;;;;;;;;;;;
34757;SOVCOMBANK ASSET MANAGEMENT LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website www.vostochniy-capital.ru;;;;;;;;;;;;;;;
34758;LIMITED LIABILITY COMPANY BELINVEST-ENGINEERING;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 01 Jun 2011;;;;;;;;;;;;;;;
34759;SOVCOMBANK SECURITIES LIMITED;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Registration Number C339207 (Cyprus);;;;;;;;;;;;;;;
34760;SOVCOMBANK TECHNOLOGIES LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 4400001172 (Russia);;;;;;;;;;;;;;;
34761;SOVKOM FAKTORING;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website roseurofactoring.ru;;;;;;;;;;;;;;;
34762;SOVKOM LIZING;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7716228873 (Russia);;;;;;;;;;;;;;;
34763;SOVCOMCARD LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 9717049581 (Russia);;;;;;;;;;;;;;;
34764;TSIFROVYE TEKHNOLOGII BUDUSHCHEGO LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website dbosaas.ru;;;;;;;;;;;;;;;
34765;USM LIMITED LIABILITY COMPANY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Tax ID No. 7725327133 (Russia);;;;;;;;;;;;;;;
34766;AKTSIONERNOE OBSHCHESTVO SOVKOMBANK STRAKHOVANIE;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website kfins.ru;;;;;;;;;;;;;;;
34767;PUBLIC JOINT STOCK COMPANY KB VOSTOCHNY;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;SWIFT/BIC DALVRU8X;;;;;;;;;;;;;;;
34768;AKTSIONERNOE OBSHCHESTVO RTS-KHOLDING;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website fintender.ru;;;;;;;;;;;;;;;
34769;MINSK WHEEL TRACTOR PLANT;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Target Type State-Owned Enterprise;;;;;;;;;;;;;;;
34770;RYMASHEUSKI, Aliaksei Ivanavich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 29 Jun 1981;;;;;;;;;;;;;;;
34771;VETSIANEVICH, Aliaksandr Piatrovich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 20 Jun 1976;;;;;;;;;;;;;;;
34772;LLC SYNESIS;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 27 Dec 2007;;;;;;;;;;;;;;;
34773;LLC 24X7 PANOPTES;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Registration Number 192603494 (Belarus).;;;;;;;;;;;;;;;
34774;SHATROU, Aliaksandr Yauhenavich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 09 Nov 1978;;;;;;;;;;;;;;;
34776;STATE OWNED FOREIGN TRADE UNITARY ENTERPRISE BELSPETSVNESHTECHNIKA;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 18 Dec 1995;;;;;;;;;;;;;;;
34777;OKB TSP SCIENTIFIC PRODUCTION LIMITED LIABILITY COMPANY;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 08 Jul 2002;;;;;;;;;;;;;;;
34778;STATE AUTHORITY FOR MILITARY INDUSTRY OF THE REPUBLIC OF BELARUS;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 30 Dec 2003;;;;;;;;;;;;;;;
34779;PANTUS, Dmitry Aleksandrovich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 06 Sep 1982;;;;;;;;;;;;;;;
34780;RASSALAI, Viachaslau Yevgenyevich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 17 Oct 1981;;;;;;;;;;;;;;;
34781;ZAITSAU, Aliaksandr Mikalaevich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 22 Nov 1976;;;;;;;;;;;;;;;
34782;OOO SOKHRA;-0- ;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 20 Oct 2014;;;;;;;;;;;;;;;
34796;GREF, Herman Oskarovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 08 Feb 1964;;;;;;;;;;;;;;;
34797;VEDYAKHIN, Alexander Aleksandrovich;individual;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 20 Feb 1977;;;;;;;;;;;;;;;
34817;ODNA RODYNA;-0- ;ELECTION-EO13848;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website odnarodyna.org;;;;;;;;;;;;;;;
34818;RHYTHM OF EURASIA;-0- ;ELECTION-EO13848;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website www.ritmeurasia.org;;;;;;;;;;;;;;;
34819;JOURNAL KAMERTON;-0- ;ELECTION-EO13848;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website www.webkamerton.ru;;;;;;;;;;;;;;;
34820;ORIENTAL REVIEW;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website www.orientalreview.org.;;;;;;;;;;;;;;;
34821;NEW EASTERN OUTLOOK;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website journal-neo.org.;;;;;;;;;;;;;;;
34822;GEOPOLITICA;-0- ;UKRAINE-EO13660;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website Geopolitica.ru;;;;;;;;;;;;;;;
34823;UNITED WORLD INTERNATIONAL;-0- ;UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website www.unitedworldint.com;;;;;;;;;;;;;;;
34824;KNYRIK, Konstantin Sergeyevich;individual;NPWMD] [CYBER2] [CAATSA - RUSSIA;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 14 Aug 1989;;;;;;;;;;;;;;;
34827;FEDIN, Yuriy Sergeyevich;individual;NPWMD] [CYBER2;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 26 Mar 1989;;;;;;;;;;;;;;;
34836;MAMAKOVA, Aelita Leonidovna;individual;NPWMD] [CYBER2] [ELECTION-EO13848;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 01 Nov 1988;;;;;;;;;;;;;;;
34843;PROKOFYEV, Yuriy Anatolyevich;individual;ELECTION-EO13848;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 14 Apr 1986;;;;;;;;;;;;;;;
34845;DUGINA, Darya Aleksandrovna;individual;UKRAINE-EO13661] [CYBER2] [ELECTION-EO13848;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 15 Dec 1992;;;;;;;;;;;;;;;
34848;KRASOVSKIY, Maksim Borisovich;individual;NPWMD] [CYBER2] [CAATSA - RUSSIA;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 28 Jan 1970;;;;;;;;;;;;;;;
34876;TACTICAL MISSILES CORPORATION JSC;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 13 Mar 2003;;;;;;;;;;;;;;;
34896;SKOROKHODOVA, Natalya Petrovna;individual;ELECTION-EO13848;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 25 Aug 1968;;;;;;;;;;;;;;;
34939;PSB LIZING OOO;-0- ;RUSSIA-EO14024;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Organization Established Date 05 Jul 2006;;;;;;;;;;;;;;;
34940;BALTIC LEADER;vessel;RUSSIA-EO14024;-0- ;-0- ;Roll-on Roll-off;-0- ;8831;Russia;-0- ;Vessel Registration Identification IMO 9220639;;;;;;;;;;;;;;;
34941;LINDA;vessel;RUSSIA-EO14024;-0- ;-0- ;Crude Oil Tanker;-0- ;61991;Russia;-0- ;Vessel Registration Identification IMO 9256858;;;;;;;;;;;;;;;
34942;PEGAS;vessel;RUSSIA-EO14024;-0- ;-0- ;Crude Oil Tanker;-0- ;61991;Russia;-0- ;Vessel Registration Identification IMO 9256860 (Russia);;;;;;;;;;;;;;;
34943;FESCO MONERON;vessel;RUSSIA-EO14024;-0- ;-0- ;Container Ship;-0- ;7519;Russia;-0- ;Vessel Registration Identification IMO 9277412;;;;;;;;;;;;;;;
34944;FESCO MAGADAN;vessel;RUSSIA-EO14024;-0- ;-0- ;Container Ship;-0- ;7519;Russia;-0- ;Vessel Registration Identification IMO 9287699;;;;;;;;;;;;;;;
34945;KARPENKA, Ihar Vasilyevich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 28 Apr 1964;;;;;;;;;;;;;;;
34946;BALDOUSKAYA, Alena Anatolieuna;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1980;;;;;;;;;;;;;;;
34947;DUK, Dzyanis Uladzimiravich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1977;;;;;;;;;;;;;;;
34948;KUNTSEVICH, Alena Kanstantsinauna;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1971;;;;;;;;;;;;;;;
34949;TKACHOU, Alyaksandr Henadzievich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1977;;;;;;;;;;;;;;;
34950;FEDASENKA, Katsyaryna Alyaksandrauna;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1976;;;;;;;;;;;;;;;
34951;YUZHYK, Alyaksandr Uladzimiravich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 1975;;;;;;;;;;;;;;;
34952;ALALAMIYAH EXPRESS COMPANY FOR EXCHANGE AND REMITTANCE;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website https://alameyahexpress-ye.com;;;;;;;;;;;;;;;
34953;AL HADHA EXCHANGE CO.;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Website https://alhadhagroup.com;;;;;;;;;;;;;;;
34954;SAADE, Ali;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 May 1942;;;;;;;;;;;;;;;
34955;TAHER, Ibrahim;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 10 Nov 1963;;;;;;;;;;;;;;;
34956;STAVRIDIS, Konstantinos;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 18 Mar 1949;;;;;;;;;;;;;;;
34957;FANI OIL TRADING FZE;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886;;;;;;;;;;;;;;;
34958;AURUM SHIP MANAGEMENT FZC;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886;;;;;;;;;;;;;;;
34959;SINGH, Chiranjeev Kumar;individual;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 01 Mar 1979;;;;;;;;;;;;;;;
34960;PERIDOT SHIPPING AND TRADING LLC;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886;;;;;;;;;;;;;;;
34976;VOLFOVICH, Aleksandr Grigorievich;individual;BELARUS-EO14038;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;DOB 28 Jun 1967;;;;;;;;;;;;;;;
34977;LIGHT MOON;vessel;SDGT;-0- ;V4EO4;Bulk Carrier;-0- ;-0- ;St. Kitts and Nevis;-0- ;Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886;;;;;;;;;;;;;;;
34978;JJO GENERAL TRADING GIDA SANAYI VE TICARET ANONIM SIRKETI;-0- ;SDGT;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Secondary sanctions risk: section 1(b) of Executive Order 13224, as amended by Executive Order 13886;;;;;;;;;;;;;;;
34979;KINAHAN ORGANIZED CRIME GROUP;-0- ;TCO;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;-0- ;Target Type Criminal Organization;;;;;;;;;;;;;;;
